🚀移动专区,#genre#
港片电影集,https://live.goodiptv.club/api/yy.php?id=1455225203
特种兵系列,https://live.goodiptv.club/api/yy.php?id=1508456184
【电视剧】士兵突击,https://live.goodiptv.club/api/yy.php?id=96731358
五号特工组,https://live.goodiptv.club/api/yy.php?id=1507704566
系列电视剧,https://live.goodiptv.club/api/yy.php?id=1458015189
【成龙经典】动作,https://live.goodiptv.club/api/yy.php?id=34460526
奇领,https://live.goodiptv.club/api/yy.php?id=41584371
2灌篮高手正在直播,https://live.goodiptv.club/api/yy.php?id=1350984033
奇幻系列电影,https://live.goodiptv.club/api/yy.php?id=1355249116
神探狄仁杰1,https://live.goodiptv.club/api/yy.php?id=1354930934
开心剧场《地下交通站》,https://live.goodiptv.club/api/yy.php?id=29907996
双月之城-国漫,https://live.goodiptv.club/api/yy.php?id=1382736907
【雪豹】超经典,https://live.goodiptv.club/api/yy.php?id=1450496699
三国演义94年经典版,https://live.goodiptv.club/api/yy.php?id=1354936241
经典港片电影,https://live.goodiptv.club/api/yy.php?id=1382793140
天道-9.2高分好剧,https://live.goodiptv.club/api/yy.php?id=1382735574
纪晓岚专属,https://live.goodiptv.club/api/yy.php?id=63826933
少年包青天第三部,https://live.goodiptv.club/api/yy.php?id=1382736814
宋小宝小品合集,https://live.goodiptv.club/api/yy.php?id=1354931577
炊事班的故事II,https://live.goodiptv.club/api/yy.php?id=1382736885
【狂飙】4K,https://live.goodiptv.club/api/yy.php?id=1382773728
你最爱的宋小宝,https://live.goodiptv.club/api/yy.php?id=1354936198
读心神探,https://live.goodiptv.club/api/yy.php?id=1382736875
小兵张嘎,https://live.goodiptv.club/api/yy.php?id=1354930225
父母的爱情,https://live.goodiptv.club/api/yy.php?id=1382768483
主播-求关注.24小时,https://live.goodiptv.club/api/yy.php?id=1456625255
斗罗斗破动漫,https://live.goodiptv.club/api/yy.php?id=1420843376
经典,https://live.goodiptv.club/api/yy.php?id=1353255986
笑傲帮,https://live.goodiptv.club/api/yy.php?id=1382735555
情满四合院,https://live.goodiptv.club/api/yy.php?id=1382736888
斗罗斗破,https://live.goodiptv.club/api/yy.php?id=1354768831
康熙王朝,https://live.goodiptv.club/api/yy.php?id=1382736818
【动漫】斗罗斗破,https://live.goodiptv.club/api/yy.php?id=35742228
港剧《驼枪师姐》,https://live.goodiptv.club/api/yy.php?id=1382688521
辽宁七七与你相见恨晚,https://live.goodiptv.club/api/yy.php?id=1451760831
狂飙 蓝光,https://live.goodiptv.club/api/yy.php?id=1382787686
【神雕侠侣】金庸经典,https://live.goodiptv.club/api/yy.php?id=1382704651
今夜欢乐颂,https://live.goodiptv.club/api/yy.php?id=1382735572
易中天品三国完整版,https://live.goodiptv.club/api/yy.php?id=1461244449
【荒野求生】德爷 贝爷,https://live.goodiptv.club/api/yy.php?id=39123221
【荒野求生】德爷贝爷蓝光,https://live.goodiptv.club/api/yy.php?id=24759907
我的前半生,https://live.goodiptv.club/api/yy.php?id=1382735564
为什么你一直是单身,https://live.goodiptv.club/api/yy.php?id=89431014
电影,https://live.goodiptv.club/api/yy.php?id=1458819360
济公游记,https://live.goodiptv.club/api/yy.php?id=1355265814
一起合租的快乐生活~,https://live.goodiptv.club/api/yy.php?id=38525272
我爱我家,https://live.goodiptv.club/api/yy.php?id=1382735557
炊事班的故事III,https://live.goodiptv.club/api/yy.php?id=1382736716
今晚80后脱口秀,https://live.goodiptv.club/api/yy.php?id=1382745098
家花与野花,https://live.goodiptv.club/api/yy.php?id=1354420982
现代军旅,https://live.goodiptv.club/api/yy.php?id=1382830638
【案发现场】1-4部全集,https://live.goodiptv.club/api/yy.php?id=33567888
鬼片恐怖片 美女陪你看,https://live.goodiptv.club/api/yy.php?id=1335509613
经典电影,https://live.goodiptv.club/api/yy.php?id=1355142167
港剧悬疑破案,https://live.goodiptv.club/api/yy.php?id=10425097
吴京-特种战士,https://live.goodiptv.club/api/yy.php?id=76101626
【林正英】僵尸 鬼片,https://live.goodiptv.club/api/yy.php?id=30668277
经典港剧《法证先锋》,https://live.goodiptv.club/api/yy.php?id=1461993663
烧脑破案24h陪你看,https://live.goodiptv.club/api/yy.php?id=1355171357
经典鬼片3000部,https://live.goodiptv.club/api/yy.php?id=29460894
【电影】顶级动作电影,https://live.goodiptv.club/api/yy.php?id=24923327
【战狼3吴京首播】,https://live.goodiptv.club/api/yy.php?id=1354752072
【电影】超然巨作,https://live.goodiptv.club/api/yy.php?id=26623173
【电影】超然巨作,https://live.goodiptv.club/api/yy.php?id=29170933
倚天屠龙记,https://live.goodiptv.club/api/yy.php?id=1354755003
少年包青天三,https://live.goodiptv.club/api/yy.php?id=61318527
倚天屠龙记,https://live.goodiptv.club/api/yy.php?id=1382818085
吕小羊鬼片 正在直播,https://live.goodiptv.club/api/yy.php?id=1354792118
利刃出击乐乐陪看,https://live.goodiptv.club/api/yy.php?id=1352946111
父母爱情,https://live.goodiptv.club/api/yy.php?id=1354926650
林正英-经典鬼片,https://live.goodiptv.club/api/yy.php?id=1353312849
岳云鹏-屌丝也能追到美女,https://live.goodiptv.club/api/yy.php?id=1382736882
宫心计,https://live.goodiptv.club/api/yy.php?id=1382828769
开饭了大熊猫,https://live.goodiptv.club/api/yy.php?id=1382741641
《刑事侦缉档案》4部连播,https://live.goodiptv.club/api/yy.php?id=95017956
天龙神雕经典回忆,https://live.goodiptv.club/api/yy.php?id=68260522
破案港剧,https://live.goodiptv.club/api/yy.php?id=1350670730
《石敢当》六耳猕猴,https://live.goodiptv.club/api/yy.php?id=1394156613
[影视] 济公游记,https://live.goodiptv.club/api/yy.php?id=25221556
欧阳震华带你起飞,https://live.goodiptv.club/api/yy.php?id=1456829119
案发现场全集,https://live.goodiptv.club/api/yy.php?id=1354775242
新主播，求照顾,https://live.goodiptv.club/api/yy.php?id=1394102549
战狼6吴京首播,https://live.goodiptv.club/api/yy.php?id=1354330332
西游记后传,https://live.goodiptv.club/api/yy.php?id=1382736846
德爷单挑荒野,https://live.goodiptv.club/api/yy.php?id=62370558
法证先锋,https://live.goodiptv.club/api/yy.php?id=1354930939
24H欧美惊悚科幻,https://live.goodiptv.club/api/yy.php?id=1382656234
燃爆动作片,https://live.goodiptv.club/api/yy.php?id=1382736801
欢乐集结号,https://live.goodiptv.club/api/yy.php?id=1354931582
伪装者,https://live.goodiptv.club/api/yy.php?id=1354936244
小欢喜,https://live.goodiptv.club/api/yy.php?id=1382737888
国内喜剧,https://live.goodiptv.club/api/yy.php?id=1382736862
法证先锋Ⅱ,https://live.goodiptv.club/api/yy.php?id=1354888736
【港台】鬼片 惊悚 喜剧,https://live.goodiptv.club/api/yy.php?id=1351030377
【荒野求生】德爷贝爷各种,https://live.goodiptv.club/api/yy.php?id=21831828
恐怖片 女鬼,https://live.goodiptv.club/api/yy.php?id=1455891197
炊事班的故事,https://live.goodiptv.club/api/yy.php?id=1382749901
易中天品三国,https://live.goodiptv.club/api/yy.php?id=1354931498
妖魔鬼怪 超好看,https://live.goodiptv.club/api/yy.php?id=1459714870
亲爱的热爱的,https://live.goodiptv.club/api/yy.php?id=1354932433
我的体育老师,https://live.goodiptv.club/api/yy.php?id=1382745169
最美的青春,https://live.goodiptv.club/api/yy.php?id=1382745116
《鉴证实录》两部连播,https://live.goodiptv.club/api/yy.php?id=1460336255
平凡岁月,https://live.goodiptv.club/api/yy.php?id=1382745117
天龙八部蓝光,https://live.goodiptv.club/api/yy.php?id=1355652820
宋小宝春晚小品合集,https://live.goodiptv.club/api/yy.php?id=1382736866
插翅难逃,https://live.goodiptv.club/api/yy.php?id=1355279371
大话西游至尊宝,https://live.goodiptv.club/api/yy.php?id=1382736910
薛元帅传奇,https://live.goodiptv.club/api/yy.php?id=31313785
野山鹰-影视剧,https://live.goodiptv.club/api/yy.php?id=1354932395
百家讲坛――之明太祖朱元璋,https://live.goodiptv.club/api/yy.php?id=1354936149
大明王朝,https://live.goodiptv.club/api/yy.php?id=1382736879
赵本山小品,https://live.goodiptv.club/api/yy.php?id=28882933
华子系列,https://live.goodiptv.club/api/yy.php?id=1354888726
【玄幻电影】,https://live.goodiptv.club/api/yy.php?id=1355065896
夏洛特烦恼-国内电影-喜剧,https://live.goodiptv.club/api/yy.php?id=1354936201
神探狄仁杰,https://live.goodiptv.club/api/yy.php?id=1461133588
金婚,https://live.goodiptv.club/api/yy.php?id=1382736832
鬼片.惊悚.港片,https://live.goodiptv.club/api/yy.php?id=1355497884
敢死队-精彩动作电影,https://live.goodiptv.club/api/yy.php?id=1382735573
鸡毛飞上天,https://live.goodiptv.club/api/yy.php?id=1354806550
国外科幻,https://live.goodiptv.club/api/yy.php?id=1382736800
欢乐集结号,https://live.goodiptv.club/api/yy.php?id=1382735550
热门喜剧,https://live.goodiptv.club/api/yy.php?id=1354931495
毒液：致命守护者,https://live.goodiptv.club/api/yy.php?id=1382745095
枕上书正在直播,https://live.goodiptv.club/api/yy.php?id=1351844200
三国演义,https://live.goodiptv.club/api/yy.php?id=32788000
《神雕侠侣》黯然销魂,https://live.goodiptv.club/api/yy.php?id=1394000563
的直播间,https://live.goodiptv.club/api/yy.php?id=1354129442
余zui,https://live.goodiptv.club/api/yy.php?id=31809939
华语经典电影,https://live.goodiptv.club/api/yy.php?id=1382779065
24小时循环播电视剧,https://live.goodiptv.club/api/yy.php?id=53320802
小敏,https://live.goodiptv.club/api/yy.php?id=1382736890
陈情令,https://live.goodiptv.club/api/yy.php?id=1382745121
最可爱的人,https://live.goodiptv.club/api/yy.php?id=1382779528
国内外惊悚恐怖片,https://live.goodiptv.club/api/yy.php?id=1356075281
我和僵尸有个约会,https://live.goodiptv.club/api/yy.php?id=1355277480
加勒比海盗系列,https://live.goodiptv.club/api/yy.php?id=1382749914
院线动作大片,https://live.goodiptv.club/api/yy.php?id=1382736900
动漫奥斯卡正在直播,https://live.goodiptv.club/api/yy.php?id=1382626335
电影百团大战,https://live.goodiptv.club/api/yy.php?id=1382736871
第一滴血全集,https://live.goodiptv.club/api/yy.php?id=1354932355
热血抗日电影,https://live.goodiptv.club/api/yy.php?id=1382749907
小甜甜 勇敢的心,https://live.goodiptv.club/api/yy.php?id=1382658790
空谷幽兰,https://live.goodiptv.club/api/yy.php?id=1382745182
福贵,https://live.goodiptv.club/api/yy.php?id=1354926537
林正英鬼片 陪你惊悚,https://live.goodiptv.club/api/yy.php?id=1356072278
澳门风云,https://live.goodiptv.club/api/yy.php?id=1459243913
本山快乐营,https://live.goodiptv.club/api/yy.php?id=1354933529
单挑荒野第一季,https://live.goodiptv.club/api/yy.php?id=1354933535
法证先锋2,https://live.goodiptv.club/api/yy.php?id=1382736870
血色浪漫,https://live.goodiptv.club/api/yy.php?id=1354926676
大进军全集：红色系列电影,https://live.goodiptv.club/api/yy.php?id=1382745083
洪金宝福星系列,https://live.goodiptv.club/api/yy.php?id=1354924839
影视剧场,https://live.goodiptv.club/api/yy.php?id=1355260855
公主嫁到,https://live.goodiptv.club/api/yy.php?id=1382736915
木乃伊全集,https://live.goodiptv.club/api/yy.php?id=1354889024
本山快乐营1,https://live.goodiptv.club/api/yy.php?id=1354936209
【电视剧】天下第一,https://live.goodiptv.club/api/yy.php?id=1354780649
香港院线大片-最新,https://live.goodiptv.club/api/yy.php?id=1354936242
惊天大瓜,https://live.goodiptv.club/api/yy.php?id=1353327982
神秘探险热播电视剧,https://live.goodiptv.club/api/yy.php?id=1355336008
天下第一,https://live.goodiptv.club/api/yy.php?id=1355554637
怀旧好电影,https://live.goodiptv.club/api/yy.php?id=1382627144
粟裕大将-影视,https://live.goodiptv.club/api/yy.php?id=1354926542
逐梦传媒-007 正在直播,https://live.goodiptv.club/api/yy.php?id=1456685522
特种兵归来-国产电影,https://live.goodiptv.club/api/yy.php?id=1382735581
法证先锋Ⅲ,https://live.goodiptv.club/api/yy.php?id=1382736802
金婚,https://live.goodiptv.club/api/yy.php?id=1382828768
新白娘子传奇-女神赵雅芝,https://live.goodiptv.club/api/yy.php?id=1354930969
传奇英雄,https://live.goodiptv.club/api/yy.php?id=1382735578
勇敢的心,https://live.goodiptv.club/api/yy.php?id=1354792480
X战警系列电影,https://live.goodiptv.club/api/yy.php?id=1382736893
战争大片-国外电影,https://live.goodiptv.club/api/yy.php?id=1382736857
热血战争巨作,https://live.goodiptv.club/api/yy.php?id=1382745087
舌尖上的中国第2季,https://live.goodiptv.club/api/yy.php?id=1354930943
俺娘田小草,https://live.goodiptv.club/api/yy.php?id=1382741638
🚀电影轮播2,#genre#
铭记历史-甲午大海战,https://live.goodiptv.club/api/yy.php?id=1354936195
探秘中华美食,https://live.goodiptv.club/api/yy.php?id=1354930954
临界婚姻,https://live.goodiptv.club/api/yy.php?id=1354932365
经典动作电影,https://live.goodiptv.club/api/yy.php?id=1370293254
狂飙,https://live.goodiptv.club/api/yy.php?id=14072363
河山,https://live.goodiptv.club/api/yy.php?id=1382749952
军旅电视剧,https://live.goodiptv.club/api/yy.php?id=1352575322
精彩玄幻电影,https://live.goodiptv.club/api/yy.php?id=1382688400
远去的飞鹰-影视剧,https://live.goodiptv.club/api/yy.php?id=1354930912
发哥系列,https://live.goodiptv.club/api/yy.php?id=1354888733
哈利波特全集,https://live.goodiptv.club/api/yy.php?id=1382745105
经典抗日电影,https://live.goodiptv.club/api/yy.php?id=1354936141
国内战争电影,https://live.goodiptv.club/api/yy.php?id=1382736865
剩女李夏天的求爱之路,https://live.goodiptv.club/api/yy.php?id=1382749910
九亿少女的噩梦,https://live.goodiptv.club/api/yy.php?id=1354921392
欢乐集结号3,https://live.goodiptv.club/api/yy.php?id=1382736822
魔幻手机,https://live.goodiptv.club/api/yy.php?id=1382735544
成龙系列,https://live.goodiptv.club/api/yy.php?id=1354888751
探案！探案！,https://live.goodiptv.club/api/yy.php?id=1382829413
战狼3,https://live.goodiptv.club/api/yy.php?id=1355913027
小戏骨黄飞鸿,https://live.goodiptv.club/api/yy.php?id=1354936181
国外黑色喜剧：冷幽默小剧场,https://live.goodiptv.club/api/yy.php?id=1382745175
请回答1988,https://live.goodiptv.club/api/yy.php?id=1354932362
金庸武侠系列,https://live.goodiptv.club/api/yy.php?id=40959929
超级英雄系列电影,https://live.goodiptv.club/api/yy.php?id=1382736863
国威影院 仙侠系列,https://live.goodiptv.club/api/yy.php?id=1354866665
人生必看的科幻片,https://live.goodiptv.club/api/yy.php?id=1382745114
国内战争大片合集,https://live.goodiptv.club/api/yy.php?id=1382749950
红楼梦1987经典版,https://live.goodiptv.club/api/yy.php?id=1382745084
正阳门下小女人,https://live.goodiptv.club/api/yy.php?id=1508778570
大汉贤后卫子夫,https://live.goodiptv.club/api/yy.php?id=1382735569
国外动作大片,https://live.goodiptv.club/api/yy.php?id=1382735540
超精彩武打场景,https://live.goodiptv.club/api/yy.php?id=1354936131
宫心计,https://live.goodiptv.club/api/yy.php?id=1354932429
超精彩！系列动作电影,https://live.goodiptv.club/api/yy.php?id=1382745096
第8号当铺,https://live.goodiptv.club/api/yy.php?id=1382736905
热血战争片,https://live.goodiptv.club/api/yy.php?id=1354932409
大汉天子S1,https://live.goodiptv.club/api/yy.php?id=1382749902
百家讲坛-红楼梦篇,https://live.goodiptv.club/api/yy.php?id=1382741639
战狼10086,https://live.goodiptv.club/api/yy.php?id=1382773686
漫威十年老粉福利来了,https://live.goodiptv.club/api/yy.php?id=1354930233
鬼片 恐怖片超好看,https://live.goodiptv.club/api/yy.php?id=1382780025
战狼7吴京退役,https://live.goodiptv.club/api/yy.php?id=1382773714
仙剑奇侠传-神仙姐姐驾到,https://live.goodiptv.club/api/yy.php?id=1382749903
灌篮高手,https://live.goodiptv.club/api/yy.php?id=1382735626
春晚小品,https://live.goodiptv.club/api/yy.php?id=1382773708
大汉天子S3,https://live.goodiptv.club/api/yy.php?id=1382736810
超炫科幻大片,https://live.goodiptv.club/api/yy.php?id=1382736840
春晚小品,https://live.goodiptv.club/api/yy.php?id=1382773706
春晚小品,https://live.goodiptv.club/api/yy.php?id=1382773711
钟馗传说,https://live.goodiptv.club/api/yy.php?id=1382736839
上海滩,https://live.goodiptv.club/api/yy.php?id=1382745184
冕加电影院 正在直播,https://live.goodiptv.club/api/yy.php?id=1339157813
金三角大营救,https://live.goodiptv.club/api/yy.php?id=1354930924
鹿鼎记,https://live.goodiptv.club/api/yy.php?id=1355104118
生逢灿烂的日子,https://live.goodiptv.club/api/yy.php?id=1382745085
经典影视剧大家一起看,https://live.goodiptv.club/api/yy.php?id=1355742336
风靡全球的谍战片,https://live.goodiptv.club/api/yy.php?id=1382736817
丛林敢死队-国内电影,https://live.goodiptv.club/api/yy.php?id=1354936214
非诚勿扰,https://live.goodiptv.club/api/yy.php?id=1382735583
熊出没之探险日记S1-国漫,https://live.goodiptv.club/api/yy.php?id=1354930977
岳云鹏宋小宝也来演电影了？,https://live.goodiptv.club/api/yy.php?id=1354926612
【聚星】菊瓜娃,https://live.goodiptv.club/api/yy.php?id=1382773718
无敌县令,https://live.goodiptv.club/api/yy.php?id=1354932390
天龙八部,https://live.goodiptv.club/api/yy.php?id=1382749944
历年春晚小品合集,https://live.goodiptv.club/api/yy.php?id=1382773717
重生之超级赛亚人,https://live.goodiptv.club/api/yy.php?id=1354936124
国内动作片,https://live.goodiptv.club/api/yy.php?id=1382735561
好先生,https://live.goodiptv.club/api/yy.php?id=29067617
鹿鼎记-陈小春版,https://live.goodiptv.club/api/yy.php?id=1382736920
动作大片,https://live.goodiptv.club/api/yy.php?id=1354930816
末日系列-外国电影合集,https://live.goodiptv.club/api/yy.php?id=1354889019
【聚星】小猴子,https://live.goodiptv.club/api/yy.php?id=1382773710
24小时播放电视剧,https://live.goodiptv.club/api/yy.php?id=1354127609
密子君,https://live.goodiptv.club/api/yy.php?id=1382736717
一分钟学道菜,https://live.goodiptv.club/api/yy.php?id=1382736901
水浒传梁山好汉,https://live.goodiptv.club/api/yy.php?id=1382832087
[经典]鹿鼎记,https://live.goodiptv.club/api/yy.php?id=1355526531
春晚小品,https://live.goodiptv.club/api/yy.php?id=1382773715
中国第一神探-狄仁杰,https://live.goodiptv.club/api/yy.php?id=1354932438
科幻大片,https://live.goodiptv.club/api/yy.php?id=1382745181
来看修牛蹄,https://live.goodiptv.club/api/yy.php?id=1382749887
春晚小品,https://live.goodiptv.club/api/yy.php?id=1382773705
春晚小品,https://live.goodiptv.club/api/yy.php?id=1394000564
大太监-tvb经典古装,https://live.goodiptv.club/api/yy.php?id=1382736886
花儿开心吧-小品,https://live.goodiptv.club/api/yy.php?id=1382736917
雪儿动漫,https://live.goodiptv.club/api/yy.php?id=1354143938
天下第一,https://live.goodiptv.club/api/yy.php?id=1382736838
动作大片,https://live.goodiptv.club/api/yy.php?id=1354888739
历年春晚小品合集,https://live.goodiptv.club/api/yy.php?id=1382773716
忠烈杨家将,https://live.goodiptv.club/api/yy.php?id=1382749909
小米粒Mili,https://live.goodiptv.club/api/yy.php?id=1382736842
国产喜剧,https://live.goodiptv.club/api/yy.php?id=1382735584
风味原产地潮汕,https://live.goodiptv.club/api/yy.php?id=1382745178
雷神系列,https://live.goodiptv.club/api/yy.php?id=1354932441
穿越时空的爱恋,https://live.goodiptv.club/api/yy.php?id=1382735567
十大经典港剧之《大时代》,https://live.goodiptv.club/api/yy.php?id=1354930891
战争大片,https://live.goodiptv.club/api/yy.php?id=1382735556
三国演义【1994】,https://live.goodiptv.club/api/yy.php?id=1354930932
深海利剑,https://live.goodiptv.club/api/yy.php?id=1382736906
国外侦探电影,https://live.goodiptv.club/api/yy.php?id=1382745099
谈判专家,https://live.goodiptv.club/api/yy.php?id=1382735560
馋哭了！川味来袭,https://live.goodiptv.club/api/yy.php?id=1382736913
欢乐集结号4,https://live.goodiptv.club/api/yy.php?id=1382736889
巩汉林春晚小品合集,https://live.goodiptv.club/api/yy.php?id=1354889035
热血动作电影,https://live.goodiptv.club/api/yy.php?id=1382736804
珍珠港-电影,https://live.goodiptv.club/api/yy.php?id=1354936234
学生兵,https://live.goodiptv.club/api/yy.php?id=1354658003
高分动作大片-热血出击,https://live.goodiptv.club/api/yy.php?id=1382736909
张译电视剧/电影,https://live.goodiptv.club/api/yy.php?id=1355119593
快乐经典，小芸妹妹求电,https://live.goodiptv.club/api/yy.php?id=1355911201
飞虎之潜行极战,https://live.goodiptv.club/api/yy.php?id=1354932420
农家小菜,https://live.goodiptv.club/api/yy.php?id=1382736894
来自星星的你,https://live.goodiptv.club/api/yy.php?id=1354930976
高分科幻动作片,https://live.goodiptv.club/api/yy.php?id=1382749948
外国科幻大片,https://live.goodiptv.club/api/yy.php?id=1382747628
国内科幻片,https://live.goodiptv.club/api/yy.php?id=1382745110
神厨小福贵,https://live.goodiptv.club/api/yy.php?id=1382736860
动作大片,https://live.goodiptv.club/api/yy.php?id=1354930887
小宝让你乐翻天,https://live.goodiptv.club/api/yy.php?id=1354930971
动物世界-领略原始野性,https://live.goodiptv.club/api/yy.php?id=1382743138
欢天喜地七仙女,https://live.goodiptv.club/api/yy.php?id=1382735553
国外高分大片,https://live.goodiptv.club/api/yy.php?id=1382736867
缉妖法海传-国内电影,https://live.goodiptv.club/api/yy.php?id=1354936203
超燃科幻大片：明日边缘,https://live.goodiptv.club/api/yy.php?id=1382736835
24小时观影,https://live.goodiptv.club/api/yy.php?id=32867379
金玉满堂：精彩港剧,https://live.goodiptv.club/api/yy.php?id=1382736881
超英集结,https://live.goodiptv.club/api/yy.php?id=1382745091
宇宙护卫队--国漫,https://live.goodiptv.club/api/yy.php?id=1382736837
战火中的故事,https://live.goodiptv.club/api/yy.php?id=1382735625
飓风营救,https://live.goodiptv.club/api/yy.php?id=1382735547
欢乐集结号2,https://live.goodiptv.club/api/yy.php?id=1354930919
小鬼当家-童年回忆,https://live.goodiptv.club/api/yy.php?id=1382745104
欢乐集结号58-70,https://live.goodiptv.club/api/yy.php?id=1382745119
超燃动作大片,https://live.goodiptv.club/api/yy.php?id=1382749940
张国荣与周润发的兄弟情,https://live.goodiptv.club/api/yy.php?id=1354930961
编辑部的故事,https://live.goodiptv.club/api/yy.php?id=1354936120
倚天屠龙记,https://live.goodiptv.club/api/yy.php?id=1451866697
科幻电影,https://live.goodiptv.club/api/yy.php?id=1354930209
蔡明春晚小品,https://live.goodiptv.club/api/yy.php?id=1354936177
动物世界,https://live.goodiptv.club/api/yy.php?id=1382749889
经典二战,https://live.goodiptv.club/api/yy.php?id=1354936238
喜剧闹翻天,https://live.goodiptv.club/api/yy.php?id=1382735548
国产喜剧大片,https://live.goodiptv.club/api/yy.php?id=1382745113
我的父亲我的兵,https://live.goodiptv.club/api/yy.php?id=1353413714
野性欧洲,https://live.goodiptv.club/api/yy.php?id=1354926622
大汉天子S2,https://live.goodiptv.club/api/yy.php?id=1382736807
地球上的地狱,https://live.goodiptv.club/api/yy.php?id=1382736918
热血动作片合集,https://live.goodiptv.club/api/yy.php?id=1382735627
精彩动作电影,https://live.goodiptv.club/api/yy.php?id=1382736823
通天狄仁杰,https://live.goodiptv.club/api/yy.php?id=1382749906
法外风云,https://live.goodiptv.club/api/yy.php?id=1382736805
脑洞大开的精彩科幻片,https://live.goodiptv.club/api/yy.php?id=1382736723
金星脱口秀：我敢说你敢听吗,https://live.goodiptv.club/api/yy.php?id=1382735552
缺宅男女,https://live.goodiptv.club/api/yy.php?id=1354930937
国内科幻片来袭,https://live.goodiptv.club/api/yy.php?id=1354930821
拆弹专家-刘德华,https://live.goodiptv.club/api/yy.php?id=1382745111
大江大河-高分影视推荐,https://live.goodiptv.club/api/yy.php?id=1382736806
粉红女郎,https://live.goodiptv.club/api/yy.php?id=1354888671
老广的味道 第3季-美食纪录片,https://live.goodiptv.club/api/yy.php?id=1382735565
非诚勿扰,https://live.goodiptv.club/api/yy.php?id=1382745100
新世界,https://live.goodiptv.club/api/yy.php?id=1382736850
超激烈的猎食场面,https://live.goodiptv.club/api/yy.php?id=1382749898
从“地瓜嫂”到“杀猪婆”的坚强人生,https://live.goodiptv.club/api/yy.php?id=1354658062
9.8分！这部纪录片封神了,https://live.goodiptv.club/api/yy.php?id=1382736825
迷,https://live.goodiptv.club/api/yy.php?id=1382736719
国外院线动作大片,https://live.goodiptv.club/api/yy.php?id=1382735570
经典搞笑影片,https://live.goodiptv.club/api/yy.php?id=1382749878
香港动作大片,https://live.goodiptv.club/api/yy.php?id=1382736816
原始人大挑战,https://live.goodiptv.club/api/yy.php?id=1382736884
三个女人一个因,https://live.goodiptv.club/api/yy.php?id=1382749953
外国战争大片,https://live.goodiptv.club/api/yy.php?id=1382736872
致敬星爷致敬经典,https://live.goodiptv.club/api/yy.php?id=1354889048
影视娱乐剧场,https://live.goodiptv.club/api/yy.php?id=1354748830
红色经典影视剧-风语,https://live.goodiptv.club/api/yy.php?id=1354926671
家有九凤-影视剧,https://live.goodiptv.club/api/yy.php?id=1354930894
舌尖上的中国第一季,https://live.goodiptv.club/api/yy.php?id=1354930952
回家的诱惑,https://live.goodiptv.club/api/yy.php?id=1354658043
国产动作电影,https://live.goodiptv.club/api/yy.php?id=1382736858
蓝色星球-自然-纪录片,https://live.goodiptv.club/api/yy.php?id=1354930936
机械战警1-3,https://live.goodiptv.club/api/yy.php?id=1382736854
国外侦探,https://live.goodiptv.club/api/yy.php?id=1382736896
本山快乐营,https://live.goodiptv.club/api/yy.php?id=1382736852
了不起的萝莉小玲,https://live.goodiptv.club/api/yy.php?id=1382736799
渴望,https://live.goodiptv.club/api/yy.php?id=1354930963
《一剑开天门》,https://live.goodiptv.club/api/yy.php?id=34313906
老司机带你开眼界,https://live.goodiptv.club/api/yy.php?id=1349538007
小生物的故事,https://live.goodiptv.club/api/yy.php?id=1382736834
欢乐颂,https://live.goodiptv.club/api/yy.php?id=1382735624
憨豆先生,https://live.goodiptv.club/api/yy.php?id=1354930189
萌鸡小队S1-国漫,https://live.goodiptv.club/api/yy.php?id=1382736904
热播喜剧,https://live.goodiptv.club/api/yy.php?id=1354936169
小小飞虎队,https://live.goodiptv.club/api/yy.php?id=1382749888
魔域桃源-刘德华主演,https://live.goodiptv.club/api/yy.php?id=1382749904
妖神记之黑狱篇,https://live.goodiptv.club/api/yy.php?id=1382745173
【请进来观看】,https://live.goodiptv.club/api/yy.php?id=37033366
娘亲舅大,https://live.goodiptv.club/api/yy.php?id=1354932360
吐槽大会 第2季,https://live.goodiptv.club/api/yy.php?id=1354936145
本山快乐营2,https://live.goodiptv.club/api/yy.php?id=1382736718
金星脱口秀-敢说会道,https://live.goodiptv.club/api/yy.php?id=1354932407
赶海新发现,https://live.goodiptv.club/api/yy.php?id=1382749912
攻壳机动队,https://live.goodiptv.club/api/yy.php?id=1382745089
国外动作片,https://live.goodiptv.club/api/yy.php?id=1382749913
开心俱乐部,https://live.goodiptv.club/api/yy.php?id=1382735541
银河护卫队-国外科幻巨作,https://live.goodiptv.club/api/yy.php?id=1382736815
一城一味（舌尖姐妹篇）,https://live.goodiptv.club/api/yy.php?id=1382745179
吾儿可教,https://live.goodiptv.club/api/yy.php?id=1354932391
家族荣耀-精彩港剧,https://live.goodiptv.club/api/yy.php?id=1382745103
欢迎来到爆笑剧场,https://live.goodiptv.club/api/yy.php?id=1382736916
白夜追凶第一季,https://live.goodiptv.club/api/yy.php?id=1354932359
宫心计-港剧-古装,https://live.goodiptv.club/api/yy.php?id=1354933540
聪明的顺溜之雄鹰小子S2-国漫,https://live.goodiptv.club/api/yy.php?id=1382736903
百家讲坛-之女皇武则天,https://live.goodiptv.club/api/yy.php?id=1354889015
漫画解说,https://live.goodiptv.club/api/yy.php?id=1382735568
大明宫词,https://live.goodiptv.club/api/yy.php?id=1382745190
国产喜剧,https://live.goodiptv.club/api/yy.php?id=1382741637
黄大妮-电视剧,https://live.goodiptv.club/api/yy.php?id=1354930904
